uniprot,pdb,name,resolution,method,ok,reason,n_ca,n_chains,n_span,n_dropped,contam_flag,size_cv,c0_invnm,A_foot_nm2,r_out,r_in,r_mid
Q79VE8,7QHM,Cytochrome bc1 complex Rieske iron-sulfur subunit,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q79VD7,7QHM,Cytochrome c oxidase subunit 1,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
P38054,7KF7,Cation efflux system protein CusA,2.8,EM,True,,3066,3.0,3.0,0.0,False,0.004,-0.0146041035510169,53.453210985000005,39.94593358665778,41.39169992351849,41.248861202212
P27589,7R0W,Cytochrome b6-f complex subunit 4,2.8,EM,True,,2040,2.0,16.0,14.0,True,0.0,-0.0138528959034928,3.075199665,5.89921594936224,6.228153561536538,9.89376801506171
B5TM94,8BQ6,NADH-ubiquinone oxidoreductase chain 5,2.8,EM,True,,12129,1.0,33.0,32.0,True,0.0,-0.0051863494083499,33.96961422999999,31.7425668917373,32.15186843768103,32.88291963810175
B5TM93,8BQ6,NADH-ubiquinone oxidoreductase chain 4,2.8,EM,True,,12129,1.0,33.0,32.0,True,0.0,-0.0051863494083499,33.96961422999999,31.7425668917373,32.15186843768103,32.88291963810175
P31213,7BW1,3-oxo-5-alpha-steroid 4-dehydrogenase 2,2.8,X-ray,True,,245,1.0,1.0,0.0,False,0.0,-0.0690279109005634,4.232793465,10.264026686145543,12.18700583094331,11.60749760320304
P31697,3RFZ,Chaperone protein fimC,2.8,X-ray,True,,1258,1.0,2.0,1.0,True,0.0,-0.0335836742900847,17.56154299,22.838669812647577,24.74433170840979,23.64320779919393
A0A6P9FRJ5,6ZKF,"Mitochondrial complex I, MWFE subunit",2.8,EM,True,,8158,1.0,20.0,19.0,True,0.0,-0.003580399489474,30.48987428,30.38594822971963,30.653646526927847,31.15321558334691
Q01519,6T0B,Cytochrome c oxidase subunit 6B,2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
Q8A5H6,5FQ6,PUTATIVE LIPOPROTEIN,2.8,X-ray,True,,3169,2.0,2.0,0.0,False,0.002,0.0027267769809379,35.40525608000001,33.69168871838781,33.47199390990455,33.57058687770109
Q8A5H8,5FQ6,UNCHARACTERIZED PROTEIN,2.8,X-ray,True,,3169,2.0,2.0,0.0,False,0.002,0.0027267769809379,35.40525608000001,33.69168871838781,33.47199390990455,33.57058687770109
Q8A5H5,5FQ6,SUSC/RAGA FAMILY TONB-LINKED OUTER MEMBRANE PROTEIN,2.8,X-ray,True,,3169,2.0,2.0,0.0,False,0.002,0.0027267769809379,35.40525608000001,33.69168871838781,33.47199390990455,33.57058687770109
Q8C1E7,7N0L,Ion channel TACAN,2.8,EM,True,,626,2.0,2.0,0.0,False,0.0,-0.0513634280863074,13.74571912,17.599344333870683,20.177885324018497,20.917452733546583
P53721,6T0B,"Respiratory supercomplex factor 2, mitochondrial",2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
E9P977,7BTX,Mitochondrial outer membrane beta-barrel protein,2.8,EM,True,,1268,2.0,2.0,0.0,False,0.051,0.0241560691726642,26.388859599999996,30.2610141432052,28.58076810066421,28.982468659167097
P54289,7VFS,Voltage-dependent calcium channel subunit alpha-2/delta-1,2.8,EM,True,,2385,1.0,1.0,0.0,False,0.0,-0.0065686554593101,43.97964929,37.908784846866624,38.4986308881464,37.41544755833201
P54317,2OXE,Pancreatic lipase-related protein 2,2.8,X-ray,False,no_TM_span,432,0.0,,,,,,,,,
P41143,6PT2,Delta opioid receptor,2.8,X-ray,True,,401,1.0,1.0,0.0,False,0.0,0.0520120031980487,5.053086740000001,13.222942630693058,11.63980649266607,12.68245822025928
A0A7M4DUG1,6ZKF,"Mitochondrial complex I, MNLL subunit",2.8,EM,True,,8158,1.0,20.0,19.0,True,0.0,-0.003580399489474,30.48987428,30.38594822971963,30.653646526927847,31.15321558334691
P0AFS7,7OT9,AI-2E member YdiK,2.8,EM,True,,1105,5.0,5.0,0.0,False,0.0,-0.0011237442979881,64.401878855,44.81775939445444,44.93986991293487,45.276654832658885
A0A6P3E975,6ZKF,"Mitochondrial complex I, B16.6 subunit",2.8,EM,True,,8158,1.0,20.0,19.0,True,0.0,-0.003580399489474,30.48987428,30.38594822971963,30.653646526927847,31.15321558334691
A0A6P3EDV0,6ZKF,"Mitochondrial complex I, KFYI subunit",2.8,EM,True,,8158,1.0,20.0,19.0,True,0.0,-0.003580399489474,30.48987428,30.38594822971963,30.653646526927847,31.15321558334691
A0A6P3TFB2,6ZKF,"Mitochondrial complex I, TYKY subunit",2.8,EM,True,,8158,1.0,20.0,19.0,True,0.0,-0.003580399489474,30.48987428,30.38594822971963,30.653646526927847,31.15321558334691
P05027,3WGU,Sodium/potassium-transporting ATPase subunit beta-1,2.8,X-ray,True,,1331,1.0,3.0,2.0,True,0.0,-0.0002378854836877,7.518200165,15.244386888013183,15.253218931295253,15.469704065780013
P05024,3WGU,Sodium/potassium-transporting ATPase subunit alpha-1,2.8,X-ray,True,,1331,1.0,3.0,2.0,True,0.0,-0.0002378854836877,7.518200165,15.244386888013183,15.253218931295253,15.469704065780013
P49238,7XBW,CX3C chemokine receptor 1,2.8,EM,True,,886,1.0,1.0,0.0,False,0.0,0.0168992840638874,5.018043304999999,12.324856225491,11.81226423718134,12.638404936066427
P01225,8I2G,Follitropin subunit beta,2.8,EM,True,,1543,1.0,1.0,0.0,False,0.0,0.0494835993203322,4.406392870000002,13.032634747685506,11.62613650154757,11.843134774757768
Q8ZQZ7,4N4R,LPS-assembly lipoprotein LptE,2.8,X-ray,True,,683,1.0,2.0,1.0,True,0.0,-0.0212801338806138,19.27277668,24.26627356382276,25.5312510784264,24.76835753831169
Q92316,8AGE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5,2.8,EM,True,,2100,1.0,8.0,7.0,True,0.0,-0.0252087284039646,11.085691959999998,17.179407889429246,18.31590581647932,18.784795303798663
P01042,7F6I,Kallidin,2.8,EM,True,,915,1.0,1.0,0.0,False,0.0,0.0267516877773258,4.871194870000001,12.662052995334587,11.862577338881993,12.452106185897891
P08191,3RFZ,Type 1 fimbrial adhesin,2.8,X-ray,True,,1258,1.0,2.0,1.0,True,0.0,-0.0335836742900847,17.56154299,22.838669812647577,24.74433170840979,23.64320779919393
Q8ZRW0,4N4R,LPS-assembly protein LptD,2.8,X-ray,True,,683,1.0,2.0,1.0,True,0.0,-0.0212801338806138,19.27277668,24.26627356382276,25.5312510784264,24.76835753831169
Q8VHW5,8AYN,Voltage-dependent calcium channel gamma-8 subunit,2.8,EM,True,,2012,4.0,6.0,2.0,True,0.006,-0.0452111312850582,16.90757619,21.044425924624257,23.56165277832976,23.198811721040087
Q9BY11,3QNI,Protein kinase C and casein kinase substrate in neurons protein 1,2.8,X-ray,False,no_TM_span,541,0.0,,,,,,,,,
A0A411LJN5,8ANQ,Bacteriorhodopsin,2.8,X-ray,True,,679,3.0,3.0,0.0,False,0.008,0.0264613790781696,19.32770184,25.448478231159054,23.87326667791026,24.803625889947305
P00427,6T0B,"Cytochrome c oxidase subunit 6, mitochondrial",2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
P00425,6T0B,"Cytochrome c oxidase polypeptide 5B, mitochondrial",2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
P39007,8AGE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3,2.8,EM,True,,2100,1.0,8.0,7.0,True,0.0,-0.0252087284039646,11.085691959999998,17.179407889429246,18.31590581647932,18.784795303798663
Q9C5I0,7YJO,ORMDL family protein,2.8,EM,True,,1107,1.0,3.0,2.0,True,0.0,-0.086479614423191,2.48774441,6.860467875985083,8.707408481536866,8.89872822374895
P50110,7BTX,Sorting assembly machinery 37 kDa subunit,2.8,EM,True,,1268,2.0,2.0,0.0,False,0.051,0.0241560691726642,26.388859599999996,30.2610141432052,28.58076810066421,28.982468659167097
Q8NNK3,7QHM,Cytochrome c oxidase polypeptide 4,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q8NSJ8,7QHM,Hypothetical membrane protein,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q8NP09,7QHM,Uncharacterized membrane protein Cgl2017/cg2211,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q8NNK5,7QHM,Cytochrome bc1 complex cytochrome c subunit,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
P54708,7X21,Potassium-transporting ATPase alpha chain 2,2.8,EM,True,,1263,1.0,2.0,1.0,True,0.0,-0.0014934915221404,7.882101485,15.04644536963464,15.103220753361104,15.83966800971358
P40879,7XUJ,Chloride anion exchanger,2.8,EM,True,,1406,2.0,2.0,0.0,False,0.0,-0.0606388328810224,34.425952060000014,25.058684477775262,29.876277609365363,33.10305255106731
Q9R744,2OLV,Penicillin-binding protein 2,2.8,X-ray,False,no_TM_span,617,0.0,,,,,,,,,
Q8NTD4,7QHM,Hypothetical membrane protein,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q9Y3M8,2PSO,StAR-related lipid transfer protein 13,2.8,X-ray,False,no_TM_span,195,0.0,,,,,,,,,
Q8NNK2,7QHM,Cytochrome c oxidase subunit 2,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q8NMB4,7QHM,Uncharacterized protein Cgl2664/cg2949,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
Q8IZF0,6XIW,Sodium leak channel non-selective protein,2.8,EM,True,,1400,1.0,1.0,0.0,False,0.0,-0.0034256681450522,46.06485295499999,37.83765165459303,38.1524746445317,38.29216382130827
P56726,6O3C,Smoothened homolog,2.8,X-ray,True,,606,1.0,1.0,0.0,False,0.0,0.0395930087648745,4.779104365,13.01824904666886,11.846247813228272,12.333840304153476
P41543,8AGE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,2.8,EM,True,,2100,1.0,8.0,7.0,True,0.0,-0.0252087284039646,11.085691959999998,17.179407889429246,18.31590581647932,18.784795303798663
P39524,6PSY,Probable phospholipid-transporting ATPase DRS2,2.8,EM,True,,1429,1.0,2.0,1.0,True,0.0,-0.0290229485381791,8.765994470000003,15.607700524106306,16.77123279563354,16.704199178749754
P00401,6T0B,Cytochrome c oxidase subunit 1,2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
G0LFX8,4WAV,Bacteriorhodopsin-I,2.8,X-ray,True,,227,1.0,1.0,0.0,False,0.0,0.0045221332724694,4.368894419999999,11.170995061998124,11.043008186326684,11.792634504550705
P42461,7QHM,Thiamine biosynthesis protein X,2.8,EM,True,,5900,4.0,20.0,16.0,True,0.038,0.0508169172981173,71.99389589999998,51.39622787251936,45.55784651628378,47.87104428551426
P43116,7CX3,Prostaglandin E2 receptor EP2 subtype,2.8,EM,True,,1019,1.0,1.0,0.0,False,0.0,0.015545899100959,5.139651279999999,12.098556964599378,11.621336590570296,12.790628655234949
P48645,7W55,Neuromedin-U-25,2.8,EM,True,,1166,1.0,1.0,0.0,False,0.0,0.0287157734187652,4.994544544999999,12.35172777973106,11.48275780898124,12.608778313773394
P48439,8AGE,OST3 isoform 1,2.8,EM,True,,2100,1.0,8.0,7.0,True,0.0,-0.0252087284039646,11.085691959999998,17.179407889429246,18.31590581647932,18.784795303798663
A0A2K1KIF2,7KUX,PSI subunit V,2.8,EM,True,,3259,2.0,14.0,12.0,True,0.007,0.0427716332218085,37.49177491,37.22828400951278,33.68210920497262,34.54562577871531
A0A2K1JLZ3,7KUX,"Chlorophyll a-b binding protein, chloroplastic",2.8,EM,True,,3259,2.0,14.0,12.0,True,0.007,0.0427716332218085,37.49177491,37.22828400951278,33.68210920497262,34.54562577871531
P51681,7F1S,C-C chemokine receptor type 5,2.8,EM,True,,847,1.0,1.0,0.0,False,0.0,0.0139919522489135,5.247003094999999,12.347704650704964,11.91372408671066,12.923517160492525
P51686,5LWE,C-C chemokine receptor type 9,2.8,X-ray,True,,277,1.0,1.0,0.0,False,0.0,0.0435542642387068,4.993861005,12.677836652004018,11.359928294194257,12.60791548242302
A0A2K1JDR4,7KUX,PsaH,2.8,EM,True,,3259,2.0,14.0,12.0,True,0.007,0.0427716332218085,37.49177491,37.22828400951278,33.68210920497262,34.54562577871531
P07340,7X21,Sodium/potassium-transporting ATPase subunit beta-1,2.8,EM,True,,1263,1.0,2.0,1.0,True,0.0,-0.0014934915221404,7.882101485,15.04644536963464,15.103220753361104,15.83966800971358
Q00975,7VFS,Voltage-dependent N-type calcium channel subunit alpha-1B,2.8,EM,True,,2385,1.0,1.0,0.0,False,0.0,-0.0065686554593101,43.97964929,37.908784846866624,38.4986308881464,37.41544755833201
P97612,1MT5,Fatty-acid amide hydrolase,2.8,X-ray,False,no_TM_span,1074,0.0,,,,,,,,,
P00420,6T0B,Cytochrome c oxidase subunit 3,2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
P00410,6T0B,Cytochrome c oxidase subunit 2,2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
P07255,6T0B,Cytochrome c oxidase subunit 7A,2.8,EM,True,,7839,2.0,32.0,30.0,True,0.0,0.0021261705577405,77.222148705,49.0832466155068,48.83025545562414,49.57879926456096
A0A2K1JLW2,7KUX,PsaK,2.8,EM,True,,3259,2.0,14.0,12.0,True,0.007,0.0427716332218085,37.49177491,37.22828400951278,33.68210920497262,34.54562577871531
P30411,7F6I,Bradykinin receptor BK2R,2.8,EM,True,,915,1.0,1.0,0.0,False,0.0,0.0267516877773258,4.871194870000001,12.662052995334587,11.862577338881993,12.452106185897891
P30130,3RFZ,"Outer membrane usher protein, type 1 fimbrial synthesis",2.8,X-ray,True,,1258,1.0,2.0,1.0,True,0.0,-0.0335836742900847,17.56154299,22.838669812647577,24.74433170840979,23.64320779919393
Q72JD8,3DZM,Hypothetical conserved protein,2.801,X-ray,True,,209,1.0,1.0,0.0,False,0.0,-0.0255930456184077,2.26888615,7.451655305942166,7.973648244747149,8.498287428479218
O05111,1YEW,particulate methane monooxygenase subunit C2,2.801,X-ray,True,,2424,3.0,9.0,6.0,True,0.0,0.0112206576951746,33.39094826,32.564751206535654,31.68680279910101,32.60163943762559
Q8AWD0,4BUM,VOLTAGE-DEPENDENT ANION CHANNEL 2,2.801,X-ray,True,,284,1.0,1.0,0.0,False,0.0,0.0160630381504494,10.807000235,19.191570539992703,18.476553195751016,18.54716963525985
P0AC98,5ZUG,Succinate-acetate/proton symporter SatP,2.802,X-ray,True,,1090,6.0,6.0,0.0,False,0.003,0.0389104492414557,35.89680187,35.10809398724545,31.951414927294927,33.80282076632331
Q7K4Y6,6M2R,Sodium-dependent dopamine transporter,2.802,X-ray,True,,970,1.0,1.0,0.0,False,0.0,0.0573779278415732,11.350080415,20.540068867142107,17.92260536494659,19.00747959376919
P83793,4I7Z,Apocytochrome f,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83792,4I7Z,Cytochrome b6-f complex subunit 4,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83798,4I7Z,Cytochrome b6-f complex subunit 8,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83797,4I7Z,Cytochrome b6-f complex subunit 5,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83796,4I7Z,Cytochrome b6-f complex subunit 7,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83794,4I7Z,Cytochrome b6-f complex iron-sulfur subunit,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83791,4I7Z,Cytochrome b6,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
P83795,4I7Z,Cytochrome b6-f complex subunit 6,2.803,X-ray,True,,1646,2.0,16.0,14.0,True,0.0,-0.0028662546625951,3.084617395000001,4.413530781511849,4.481694257836303,9.908906155186813
Q55415,6KI1,Low affinity sulfate transporter,2.809,X-ray,True,,385,1.0,1.0,0.0,False,0.0,0.0130209658867088,10.379175514999996,18.72809548539362,18.160079007592497,18.17634225266799
P69540,8B3P,Capsid protein G8P,2.81,EM,True,,2370,10.0,10.0,0.0,False,0.0,0.064706863512845,16.024197840000003,22.523255390504733,19.015940140304103,22.584642106167955
P69534,8B3P,Tail virion protein G7P,2.81,EM,True,,2370,10.0,10.0,0.0,False,0.0,0.064706863512845,16.024197840000003,22.523255390504733,19.015940140304103,22.584642106167955
Q99969,7YKD,Retinoic acid receptor responder protein 2,2.81,EM,True,,1133,1.0,1.0,0.0,False,0.0,0.0092074313408465,4.901161375000001,11.975666643713891,11.699656975178325,12.49034875191498
G0SBE6,7PR1,Putative iron-sulfur protein,2.81,EM,True,,1174,2.0,2.0,0.0,False,0.0,-0.0438056940916589,10.13655043,16.399624872779814,18.288103021635774,17.962639599094434
P69537,8B3P,Tail virion protein G9P,2.81,EM,True,,2370,10.0,10.0,0.0,False,0.0,0.064706863512845,16.024197840000003,22.523255390504733,19.015940140304103,22.584642106167955
A0R612,7BVE,Integral membrane indolylacetylinositol arabinosyltransferase EmbC,2.81,EM,True,,2238,2.0,2.0,0.0,False,0.0,0.0044594993478939,36.715701745,34.72744445501686,34.36155631975156,34.18621190422969
P06858,6OB0,Lipoprotein lipase,2.81,X-ray,False,no_TM_span,527,0.0,,,,,,,,,
Q8IV16,6OB0,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,2.81,X-ray,False,no_TM_span,527,0.0,,,,,,,,,
Q99788,7YKD,Chemerin-like receptor 1,2.81,EM,True,,1133,1.0,1.0,0.0,False,0.0,0.0092074313408465,4.901161375000001,11.975666643713891,11.699656975178325,12.49034875191498
A0A0G2KTI4,8FHQ,"Solute carrier family 12 member 2,Solute carrier family 12 member 3 chimera",2.81,EM,True,,950,2.0,2.0,0.0,False,0.0,0.0185246962064845,27.155162285000007,29.546124249891317,28.23900984370406,29.40026635294435
W9B4M6,8FFK,Efflux pump membrane transporter,2.82,EM,True,,3098,3.0,3.0,0.0,False,0.0,-0.0057231452510124,47.33844184,38.19529980796778,38.72848496767164,38.81790055400781
H8Z3S4,7C9R,Antenna complex alpha/beta subunit,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
H8Z3S2,7C9R,Photosynthetic reaction center cytochrome c subunit,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
H8Z3R9,7C9R,LHC domain-containing protein,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
G1BIY5,7C9R,Alpha subunit 1 of light-harvesting 1 complex,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
O87953,7ZP9,Ktr system potassium uptake protein B,2.82,EM,True,,2806,2.0,2.0,0.0,False,0.0,0.0872438248223007,24.932592400000004,29.86988520915164,23.971206778655567,28.17142284143782
O87952,7ZP9,Ktr system potassium uptake protein A,2.82,EM,True,,2806,2.0,2.0,0.0,False,0.0,0.0872438248223007,24.932592400000004,29.86988520915164,23.971206778655567,28.17142284143782
G1BIY4,7C9R,Antenna complex alpha/beta subunit,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
H8Z0X5,7C9R,"Photosynthetic reaction center, subunit H, bacterial",2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
G1BIY9,7C9R,Antenna complex alpha/beta subunit,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
G1BIY7,7C9R,Reaction center protein M chain,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
G1BIY6,7C9R,L subunit of the reaction center,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
G1BIZ0,7C9R,Alpha subunit 2 of light-harvesting 1 complex,2.82,EM,True,,3026,3.0,35.0,32.0,True,0.092,0.1109015333965802,15.254167355000002,25.00146854060619,19.13646728028862,22.03531772995013
F1QAI2,8DE8,"Potassium channel, subfamily K, member 2a",2.82,EM,True,,552,2.0,2.0,0.0,False,0.0,0.0255477977767007,11.221677675000002,19.856634017915773,18.697806844978103,18.89965857765805
P69434,4Y25,"Poly-beta-1,6-N-acetyl-D-glucosamine export protein",2.821,X-ray,True,,290,1.0,1.0,0.0,False,0.0,-0.0145386111811661,7.687474464999997,15.13443301387906,15.680255056636804,15.642886952205934
