uniprot,entity,pdb,name,resolution,method
P0ABM5,7F04_4,7F04,Heme exporter protein D,2.86,EM
P78348,6L6N_1,6L6N,Acid-sensing ion channel 1,2.86,X-ray
P63213,7PIV_5,7PIV,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,2.86,EM
P33261,4GQS_1,4GQS,Cytochrome P450 2C19,2.87,X-ray
P04124,6ET5_6,6ET5,Light-harvesting protein B-1015 beta chain,2.87,EM
P04123,6ET5_5,6ET5,Light-harvesting protein B-1015 alpha chain,2.87,EM
P29275,8HDO_5,8HDO,Adenosine A2b receptor,2.87,EM
Q14973,7ZYI_1,7ZYI,Sodium/bile acid cotransporter,2.88,EM
P69332,4XT1_1,4XT1,G-protein coupled receptor homolog US28,2.886,X-ray
P78423,4XT1_2,4XT1,Fractalkine,2.886,X-ray
P04920,8GVC_1,8GVC,Anion exchange protein 2,2.89,EM
P22001,7SSY_1,7SSY,"Potassium voltage-gated channel subfamily A member 3,Green fluorescent protein fusion",2.89,EM
Q72GS0,4O9P_2,4O9P,NAD(P) transhydrogenase subunit beta,2.89,X-ray
Q72GR9,4O9P_1,4O9P,NAD(P) transhydrogenase subunit alpha 2,2.89,X-ray
Q9LFP6,7QP9_1,7QP9,Auxin efflux carrier component 8,2.89,EM
Q9QX29,6AEI_1,6AEI,Short transient receptor potential channel 5,2.89,EM
P77239,3NE5_1,3NE5,Cation efflux system protein cusB,2.898,X-ray
P03961,5MRW_3,5MRW,Potassium-transporting ATPase KdpC subunit,2.9,X-ray
P03960,5MRW_2,5MRW,Potassium-transporting ATPase ATP-binding subunit,2.9,X-ray
P03959,5MRW_1,5MRW,Potassium-transporting ATPase potassium-binding subunit,2.9,X-ray
P47008,6W32_1,6W32,Phosphatidylinositol transfer protein SFH5,2.9,X-ray
W5PFI3,6QTI_1,6QTI,Nicotinamide nucleotide transhydrogenase,2.9,EM
Q3IY11,8ASI_3,8ASI,Cytochrome c1,2.9,EM
E7F2J4,7DSD_1,7DSD,Calcium homeostasis modulator 1,2.9,EM
E9Q9F6,7EEB_7,7EEB,Cation channel sperm-associated protein subunit delta,2.9,EM
P01024,8HK2_4,8HK2,C3a anaphylatoxin,2.9,EM
P01031,7Y64_6,7Y64,C5a anaphylatoxin,2.9,EM
A0A143ZWD5,7F9M_1,7F9M,Rifin,2.9,X-ray
A0A125YYY4,6TMK_27,6TMK,ATP synthase subunit beta,2.9,EM
P05106,3IJE_2,3IJE,Integrin beta-3,2.9,X-ray
Q3IY10,8ASI_2,8ASI,Cytochrome b,2.9,EM
Q31LJ0,6KIG_1,6KIG,Photosystem I P700 chlorophyll a apoprotein A1,2.9,EM
P18089,6K41_4,6K41,"Alpha-2A adrenergic receptor,Endolysin,Alpha-2B adrenergic receptor,Alpha-2B adrenergic receptor",2.9,EM
Q31NU0,6KIG_8,6KIG,Photosystem I reaction center subunit IX,2.9,EM
P01019,6OS0_3,6OS0,Angiotensinogen,2.9,X-ray
P08004,7XS6_1,7XS6,Chitin synthase 1,2.9,EM
Q31QV2,6KIG_3,6KIG,Photosystem I iron-sulfur center,2.9,EM
Q31PR9,6KIG_9,6KIG,Photosystem I reaction center subunit PsaK,2.9,EM
Q51971,6Z38_1,6Z38,TodX,2.9,X-ray
Q31LJ1,6KIG_2,6KIG,Photosystem I P700 chlorophyll a apoprotein A2,2.9,EM
Q3IY09,8ASI_1,8ASI,Ubiquinol-cytochrome c reductase iron-sulfur subunit,2.9,EM
P08195,7CMI_1,7CMI,4F2 cell-surface antigen heavy chain,2.9,EM
P08510,7SJ1_1,7SJ1,Potassium voltage-gated channel protein Shaker,2.9,EM
Q8VEF1,6GQF_1,6GQF,GRAM domain-containing protein 1A,2.9,X-ray
A2ARP9,7EEB_2,7EEB,Cation channel sperm-associated protein 2,2.9,EM
A2RTF1,7EEB_5,7EEB,Cation channel sperm-associated protein subunit beta,2.9,EM
Q3J2Z2,8ASI_4,8ASI,Cytochrome b-c1 subunit IV,2.9,EM
Q31NL7,6KIG_5,6KIG,Photosystem I reaction center subunit IV,2.9,EM
Q31NT9,6KIG_6,6KIG,Photosystem I reaction center subunit III,2.9,EM
A0R613,7BVC_1,7BVC,Integral membrane indolylacetylinositol arabinosyltransferase EmbA,2.9,EM
Q8TZK2,3MP7_2,3MP7,Preprotein translocase subunit secE,2.9,X-ray
A0ZW40,6RD4_17,6RD4,ATP synthase subunit alpha,2.9,EM
Q9HAR2,7SF7_1,7SF7,Isoform 1 of Adhesion G protein-coupled receptor L3,2.9,EM
P40416,7PSN_1,7PSN,"Iron-sulfur clusters transporter ATM1, mitochondrial",2.9,EM
Q9H4A6,3KN1_1,3KN1,Golgi phosphoprotein 3,2.9,X-ray
Q9BYF1,6M18_2,6M18,Angiotensin-converting enzyme 2,2.9,EM
Q8U019,3MP7_1,3MP7,Preprotein translocase subunit secY,2.9,X-ray
P13187,6ROJ_1,6ROJ,"Probable phospholipid-transporting ATPase DRS2,Oxaloacetate decarboxylase alpha chain",2.9,EM
A0R614,7BVC_2,7BVC,Integral membrane indolylacetylinositol arabinosyltransferase EmbB,2.9,EM
A0R619,3AJA_1,3AJA,Putative uncharacterized protein,2.9,X-ray
Q46221,6KLW_1,6KLW,Iota toxin component Ib,2.9,EM
P15347,6KIG_12,6KIG,Iron stress-induced chlorophyll-binding protein,2.9,EM
Q4LDE7,6RD4_16,6RD4,"ATP synthase gamma chain, mitochondrial",2.9,EM
A0ZW41,6RD4_18,6RD4,ATP synthase subunit beta,2.9,EM
Q48658,6T1Z_1,6T1Z,LmrP integral membrane protein,2.9,X-ray
Q64663,6U9V_1,6U9V,P2X purinoceptor 7,2.9,EM
Q5H8A3,7W56_3,7W56,Neuromedin-S,2.9,EM
P47871,8FU6_6,8FU6,Glucagon receptor,2.9,EM
P21728,7JVP_1,7JVP,D(1A) dopamine receptor,2.9,EM
Q8N138,7K0M_4,7K0M,ORM1-like protein 3,2.9,EM
F2VN85,5NUP_1,5NUP,OmpK36,2.9,X-ray
O35179,2C08_1,2C08,SH3-CONTAINING GRB2-LIKE PROTEIN 2,2.9,X-ray
P13423,3J9C_1,3J9C,Protective antigen PA-63,2.9,EM
D8V7I7,6RD4_9,6RD4,Mitochondrial ATP synthase subunit ASA8,2.9,EM
D8V7I1,6RD4_13,6RD4,Mitochondrial ATP synthase subunit OSCP,2.9,EM
P36937,5MRW_4,5MRW,Potassium-transporting ATPase KdpF subunit,2.9,X-ray
G3MM57,5F1C_1,5F1C,Putative uncharacterized protein,2.9,X-ray
P13500,7XA3_2,7XA3,C-C motif chemokine 2,2.9,EM
Q15722,7VKT_1,7VKT,Leukotriene B4 receptor 1,2.9,EM
A0A2D0TCI5,5XJJ_1,5XJJ,multi drug efflux transporter,2.9,X-ray
P19397,6WVG_1,6WVG,"Green fluorescent protein, Leukocyte surface antigen CD53 chimera",2.9,X-ray
Q10741,2AO7_1,2AO7,ADAM 10,2.9,X-ray
Q9GZU1,7MGL_1,7MGL,Mucolipin-1,2.9,EM
D7P7X6,6RD4_15,6RD4,Mitochondrial ATP synthase subunit delta,2.9,EM
P35107,7ZDI_2,7ZDI,Light-harvesting protein,2.9,EM
A0A0H2VCZ1,7SGR_2,7SGR,"Membrane fusion protein (MFP) family protein,Hemolysin secretion protein D, chromosomal",2.9,EM
P22088,5LIP_1,5LIP,TRIACYL-GLYCEROL HYDROLASE,2.9,X-ray
P35102,7ZDI_1,7ZDI,Light-harvesting protein,2.9,EM
D7P7X5,6RD4_11,6RD4,Mitochondrial ATP synthase subunit c,2.9,EM
Q9WYC4,3QF4_2,3QF4,Uncharacterized ABC transporter ATP-binding protein TM_0288,2.9,X-ray
Q9WYC3,3QF4_1,3QF4,"ABC transporter, ATP-binding protein",2.9,X-ray
L1J207,6CSM_1,6CSM,GtACR1,2.9,X-ray
Q8KG87,8GWA_6,8GWA,Ric1 protein,2.9,EM
P95823,6KIG_7,6KIG,Photosystem I PsaI protein,2.9,EM
P0AC02,3TGO_1,3TGO,UPF0169 lipoprotein yfiO,2.9,X-ray
Q91ZR5,7EEB_1,7EEB,"Enhanced green fluorescent protein,Cation channel sperm-associated protein 1",2.9,EM
S7UU80,6TMK_26,6TMK,"ATP synthase subunit alpha,subunit alpha",2.9,EM
S7W9J5,6TMK_18,6TMK,ATPTG1,2.9,EM
A0A125YRP0,6TMK_9,6TMK,ATPTG15,2.9,EM
A0A125YSI9,6TMK_6,6TMK,subunit a,2.9,EM
A0A125YUH0,6TMK_28,6TMK,ATP synthase subunit gamma,2.9,EM
A0A125YRE2,6TMK_29,6TMK,ATP synthase subunit delta,2.9,EM
S7W180,6TMK_12,6TMK,ATPTG17,2.9,EM
H8PGG3,6RD4_12,6RD4,Mitochondrial ATP synthase subunit 6,2.9,EM
O86150,5C78_1,5C78,ATP-driven flippase PglK,2.9,X-ray
P32602,1QQE_1,1QQE,VESICULAR TRANSPORT PROTEIN SEC17,2.9,X-ray
Q9CQP8,7EEB_14,7EEB,Cation channel sperm-associated protein subunit zeta,2.9,EM
Q80W99,7EEB_3,7EEB,Cation channel sperm-associated protein 3,2.9,EM
P06756,3IJE_1,3IJE,Integrin alpha-V,2.9,X-ray
A0A125YJV2,6TMK_32,6TMK,subunit c,2.9,EM
A0A125YKF8,6TMK_31,6TMK,Oligomycin sensitivity conferring protein (OSCP),2.9,EM
S7UQ82,6TMK_7,6TMK,subunit i/j,2.9,EM
Q01650,7DSL_2,7DSL,Large neutral amino acids transporter small subunit 1,2.9,EM
Q9UBS5,7C7S_1,7C7S,Gamma-aminobutyric acid type B receptor subunit 1,2.9,EM
Q9UP95,6KKT_1,6KKT,Solute carrier family 12 member 4,2.9,EM
P26043,1GC6_1,1GC6,RADIXIN,2.9,X-ray
P63386,7CGE_2,7CGE,Phospholipid ABC transporter ATP-binding protein MlaF,2.9,EM
P64606,7CGE_1,7CGE,Lipid asymmetry maintenance ABC transporter permease subunit MlaE,2.9,EM
P64604,7CGE_4,7CGE,Outer membrane lipid asymmetry maintenance protein MlaD,2.9,EM
P0A937,5D0O_5,5D0O,Outer membrane protein assembly factor BamE,2.9,X-ray
P25090,7T6U_6,7T6U,N-formyl peptide receptor 2,2.9,EM
Q8C0X7,7EEB_9,7EEB,Kazal-like domain-containing protein,2.9,EM
Q8BVN3,7EEB_4,7EEB,Cation channel sperm-associated protein 4,2.9,EM
P63142,2A79_2,2A79,Potassium voltage-gated channel subfamily A member 2,2.9,X-ray
Q01118,7TJ9_1,7TJ9,Sodium channel protein type 7 subunit alpha,2.9,EM
Q86Y34,7D77_4,7D77,Adhesion G protein-coupled receptor G3; GPR97,2.9,EM
O75899,7C7S_2,7C7S,Gamma-aminobutyric acid type B receptor subunit 2,2.9,EM
Q8FDZ8,7SGR_1,7SGR,Alpha-hemolysin translocation ATP-binding protein HlyB,2.9,EM
P0A6M2,6WVF_1,6WVF,"Green fluorescent protein,Disulfide bond formation protein B,Green fluorescent protein",2.9,X-ray
P0DTC2,6M17_3,6M17,Spike protein S1,2.9,EM
P10147,7F1Q_1,7F1Q,"C-C motif chemokine 3,C-C chemokine receptor type 5",2.9,EM
G4TS85,7SP5_1,7SP5,Phosphate transporter,2.9,X-ray
Q9Y666,7D99_1,7D99,potassium-chloride co-transporter KCC4,2.9,EM
A0A5H1ZR73,6RD4_10,6RD4,Mitochondrial ATP synthase subunit ASA9,2.9,EM
A0A5H1ZR95,6RD4_1,6RD4,ASA-10: Polytomella F-ATP synthase associated subunit 10,2.9,EM
P11511,3EQM_1,3EQM,Cytochrome P450 19A1,2.9,X-ray
P0DP43,7EEB_8,7EEB,Cation channel sperm-associated protein subunit epsilon,2.9,EM
Q9NY72,7TJ9_2,7TJ9,Sodium channel subunit beta-3,2.9,EM
D3Z338,7EEB_11,7EEB,Transmembrane protein 262,2.9,EM
P01178,7RYC_1,7RYC,Oxytocin,2.9,EM
G1SNM3,6OO3_1,6OO3,TRPV2,2.9,EM
P11166,5EQG_1,5EQG,"Solute carrier family 2, facilitated glucose transporter member 1",2.9,X-ray
Q695T7,6M18_1,6M18,Sodium-dependent neutral amino acid transporter B(0)AT1,2.9,EM
Q6DEJ6,8D2S_1,8D2S,Sodium-dependent lysophosphatidylcholine symporter 1-B,2.9,EM
A0A2R8VHF7,7EEB_10,7EEB,Transmembrane protein 249,2.9,EM
P0C0S1,6RLD_1,6RLD,Small-conductance mechanosensitive channel,2.9,EM
P0A903,3TGO_2,3TGO,Lipoprotein 34,2.9,X-ray
P95822,6KIG_10,6KIG,Photosystem I reaction center subunit XI,2.9,EM
Q9UHI5,7CMI_2,7CMI,Large neutral amino acids transporter small subunit 2,2.9,EM
P31547,3TUI_1,3TUI,D-methionine transport system permease protein metI,2.9,X-ray
C6KI89,7EEB_6,7EEB,Cation channel sperm-associated protein subunit gamma 2,2.9,EM
P30559,7RYC_2,7RYC,Oxytocin receptor,2.9,EM
P30750,3TUI_2,3TUI,Methionine import ATP-binding protein MetN,2.9,X-ray
P69380,3H90_1,3H90,Ferrous-iron efflux pump fieF,2.9,X-ray
Q8FJB1,6BPL_1,6BPL,Lipid A export ATP-binding/permease protein MsbA,2.908,X-ray
Q5SIX3,6BAR_1,6BAR,Rod shape determining protein RodA,2.908,X-ray
Q5QJC5,7RK6_1,7RK6,BK channel,2.91,EM
Q99679,8HMV_1,8HMV,Probable G-protein coupled receptor 21,2.91,EM
A0A8X6EH18,7S3D_11,7S3D,PsaM,2.91,EM
P34998,6P9X_5,6P9X,Corticotropin-releasing factor receptor 1,2.91,EM
A0A8X6EH19,7S3D_3,7S3D,PsaC,2.91,EM
P16536,7TLJ_4,7TLJ,14 kDa peptide of ubiquinol-cytochrome c2 oxidoreductase complex,2.91,EM
P06850,6P9X_6,6P9X,Corticoliberin,2.91,EM
Q93PM2,4K3C_1,4K3C,Outer membrane protein assembly factor BamA,2.913,X-ray
J7QAK3,6E9N_1,6E9N,D-galactonate transport,2.915,X-ray
P78363,7M1Q_1,7M1Q,Retinal-specific phospholipid-transporting ATPase ABCA4,2.92,EM
Q9H237,7URD_1,7URD,Isoform 2 of Protein-serine O-palmitoleoyltransferase porcupine,2.92,EM
Q5ZL60,7JM6_1,7JM6,Chloride channel protein,2.92,EM
Q8ZRP0,5OR1_1,5OR1,Outer membrane protein assembly factor BamA,2.92,X-ray
Q8IVW8,8EX4_1,8EX4,Sphingosine-1-phosphate transporter SPNS2,2.93,EM
Q6P9J9,8BC1_1,8BC1,"Anoctamin-6,mTMEM16F",2.93,EM
Q9NQW8,7RHS_2,7RHS,Cyclic nucleotide-gated cation channel beta-3,2.93,EM
Q16281,7RHS_1,7RHS,Cyclic nucleotide-gated cation channel alpha-3,2.93,EM
Q6J4G7,7B03_1,7B03,Proteorhodopsin,2.93,EM
A0A096PAU9,7YCA_14,7YCA,"Photosystem I PsaH, reaction centre subunit VI",2.94,EM
P0AE98,6LQH_2,6LQH,Curli production assembly/transport component CsgF,2.94,EM
P0AEA2,6LQH_1,6LQH,Curli production assembly/transport component CsgG,2.94,EM
Q9WUD2,7ZJD_1,7ZJD,"Transient receptor potential cation channel subfamily V member 2,Enhanced green fluorescent protein",2.94,EM
Q0P3K0,7YCA_15,7YCA,Photosystem I reaction center subunit VIII,2.94,EM
A0A090M7B0,7YCA_18,7YCA,PSI subunit V,2.94,EM
A0A096P8E8,7YCA_17,7YCA,Photosystem I PsaG/PsaK protein,2.94,EM
A0A090N3J0,7YCA_20,7YCA,"Photosystem I PsaN, reaction centre subunit N",2.94,EM
A0A096P9N0,7YCA_21,7YCA,PsaO,2.94,EM
F6RG56,5W3S_1,5W3S,Mucolipin-3 isoform 1,2.94,EM
Q0P3K1,7YCA_7,7YCA,Photosystem I P700 chlorophyll a apoprotein A1,2.94,EM
Q0P3K2,7YCA_8,7YCA,Photosystem I P700 chlorophyll a apoprotein A2,2.94,EM
Q0P3J8,7YCA_19,7YCA,Photosystem I reaction center subunit XII,2.94,EM
Q0P3J4,7YCA_16,7YCA,Photosystem I reaction center subunit IX,2.94,EM
Q01DV3,7YCA_11,7YCA,Photosystem I reaction centre subunit IV,2.94,EM
Q019T9,7YCA_13,7YCA,PsaG,2.94,EM
A0A1Y5IA87,7YCA_6,7YCA,Lhca6,2.94,EM
Q0P3P1,7YCA_9,7YCA,Photosystem I iron-sulfur center,2.94,EM
P30572,7STL_1,7STL,Chitin synthase,2.95,EM
Q3L7I1,7XW0_1,7XW0,OmpT,2.95,X-ray
P10082,7YON_4,7YON,Peptide YY(3-36),2.95,EM
P24177,8F4N_1,8F4N,Efflux pump membrane transporter,2.95,EM
O66465,5CKR_1,5CKR,Phospho-N-acetylmuramoyl-pentapeptide-transferase,2.95,X-ray
P31639,7VSI_1,7VSI,Sodium/glucose cotransporter 2,2.95,EM
P35613,7CKO_2,7CKO,Basigin,2.95,EM
P17501,3DUZ_1,3DUZ,Major envelope glycoprotein,2.95,X-ray
P53985,7CKO_1,7CKO,Monocarboxylate transporter 1,2.95,EM
Q9H3H5,6BW6_1,6BW6,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,2.95,X-ray
Q0ABW0,5HK7_1,5HK7,Ion transport protein,2.95,X-ray
Q13113,7VSI_2,7VSI,PDZK1-interacting protein 1,2.95,EM
Q5HLM5,3L7L_1,3L7L,Teichoic acid biosynthesis protein F,2.95,X-ray
Q8R502,8DRK_2,8DRK,Volume-regulated anion channel subunit LRRC8C,2.95,EM
Q9BTU6,4HNE_1,4HNE,Phosphatidylinositol 4-kinase type 2-alpha,2.95,X-ray
Q8KNL2,7SPC_1,7SPC,TraV,2.95,EM
Q0VCY0,3TLM_1,3TLM,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,2.95,X-ray
P28635,6CVL_3,6CVL,MetQ periplasmic binding protein,2.953,X-ray
P60033,5TCX_1,5TCX,CD81 antigen,2.955,X-ray
P76115,6V81_1,6V81,Probable TonB-dependent receptor YncD,2.957,X-ray
A0A1U7R319,7W4O_2,7W4O,ATP-binding cassette sub-family C member 8 isoform X2,2.96,EM
Q61743,7W4O_1,7W4O,ATP-sensitive inward rectifier potassium channel 11,2.96,EM
Q8VZL4,6VXN_1,6VXN,"Mechanosensitive ion channel protein 1, mitochondrial",2.96,EM
Q13563,6T9N_1,6T9N,Polycystin-2,2.96,EM
A0A6P1C618,7DUW_1,7DUW,Bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,2.96,EM
P76272,6V0F_1,6V0F,Intermembrane transport protein YebT,2.96,EM
P29994,7LHF_1,7LHF,"Inositol 1,4,5-trisphosphate receptor type 1",2.96,EM
P33897,7X0Z_1,7X0Z,ATP-binding cassette sub-family D member 1,2.96,EM
Q0VR69,4R0C_1,4R0C,AbgT putative transporter family,2.963,X-ray
Q2FD70,7KGG_1,7KGG,Efflux pump membrane transporter,2.97,EM
Q8LYW1,7AR9_6,7AR9,ND4,2.97,EM
Q9I527,5FP2_1,5FP2,FERRIC ENTEROBACTIN RECEPTOR PIRA,2.97,X-ray
P18177,6OQ6_1,6OQ6,Toxin B,2.97,X-ray
Q87KD2,6V4J_2,6V4J,Potassium uptake protein TrkA,2.97,EM
A0A7S0YCV2,7AR9_30,7AR9,NUOP8,2.97,EM
P9WNL7,7BVF_1,7BVF,Probable arabinosyltransferase B,2.97,EM
A0A7S0UW27,7AR9_12,7AR9,B16.6,2.97,EM
Q8LYW0,7AR9_7,7AR9,ND2,2.97,EM
Q8LYV9,7AR9_5,7AR9,ND5,2.97,EM
Q8LYV7,7AR9_3,7AR9,ND6,2.97,EM
P35439,7SAA_1,7SAA,"Glutamate receptor ionotropic, NMDA 1",2.97,EM
Q5QD04,8IW7_1,8IW7,Trace amine-associated receptor 9,2.97,EM
E5Q323,7AR9_2,7AR9,ND1,2.97,EM
A0A024FSS5,7AR9_26,7AR9,B22,2.97,EM
P9WNL9,7BVF_2,7BVF,Probable arabinosyltransferase A,2.97,EM
Q6ZWS4,6PEQ_2,6PEQ,Protein cornichon homolog 3,2.97,EM
Q00960,7SAA_2,7SAA,"Glutamate receptor ionotropic, NMDA 2B",2.97,EM
Q6LPW0,7QHA_1,7QHA,"Putative TRAP-type C4-dicarboxylate transport system, small permease component",2.97,EM
Q6LPW1,7QHA_2,7QHA,"Putative TRAP-type C4-dicarboxylate transport system, large permease component",2.97,EM
A0A7S0VJV3,7AR9_29,7AR9,NUOP7,2.97,EM
A0A0Q3IDG7,7EN0_1,7EN0,SLow Anion Channel 1,2.97,EM
Q9UHE8,6Y9B_1,6Y9B,Metalloreductase STEAP1,2.97,EM
Q87TN7,6V4J_1,6V4J,Trk system potassium uptake protein TrkH,2.97,EM
A0A0H3PAV1,6YKP_1,6YKP,"Chemotaxis protein MotA, putative",2.98,EM
P32249,7TUY_4,7TUY,"G-protein coupled receptor 183,Soluble cytochrome b562 fusion",2.98,EM
B7GL84,6Z16_1,6Z16,"Multisubunit Na+/H+ antiporter, A subunit",2.98,EM
P0A312,8HFS_4,8HFS,Bacteriocin lactococcin-A,2.98,EM
P48542,3SYA_1,3SYA,G protein-activated inward rectifier potassium channel 2,2.98,X-ray
A0A0X1KHE0,5BUN_1,5BUN,Outer membrane protein,2.98,X-ray
B7GL82,6Z16_3,6Z16,"Multisubunit Na+/H+ antiporter, C subunit",2.98,EM
B7GL97,6Z16_5,6Z16,"Multisubunit Na+/H+ antiporter, E subunit",2.98,EM
B7GL96,6Z16_6,6Z16,"Multisubunit Na+/H+ antiporter, F subunit",2.98,EM
B7GL83,6Z16_2,6Z16,"Multisubunit Na+/H+ antiporter, B subunit",2.98,EM
A0A0H3PBX6,6YKP_2,6YKP,"Chemotaxis protein MotB, putative",2.98,EM
B7GL98,6Z16_4,6Z16,"Multisubunit Na+/H+ antiporter, D subunit",2.98,EM
B7GIG3,6Z16_7,6Z16,"Multisubunit Na+/H+ antiporter, G subunit",2.98,EM
Q72IM4,4BWZ_1,4BWZ,NA(+)/H(+) ANTIPORTER,2.984,X-ray
Q9HX32,5IVA_2,5IVA,LPS-assembly lipoprotein LptE,2.988,X-ray
Q9I5U2,5IVA_1,5IVA,LPS-assembly protein LptD,2.988,X-ray
E9QY26,5FRB_1,5FRB,"STEROL 14-ALPHA DEMETHYLASE, CYP51B",2.99,X-ray
Q2K4J4,7F47_1,7F47,Hypothetical conserved protein,2.99,EM
Q95KP4,1W52_1,1W52,PANCREATIC LIPASE RELATED PROTEIN 2,2.99,X-ray
Q03PY7,4HUQ_4,4HUQ,Energy-coupling factor transporter transmembrane protein EcfT,2.998,X-ray
Q03PY6,4HUQ_1,4HUQ,Energy-coupling factor transporter ATP-binding protein EcfA 1,2.998,X-ray
Q03PY5,4HUQ_2,4HUQ,Energy-coupling factor transporter ATP-binding protein EcfA 2,2.998,X-ray
Q03S56,4HUQ_3,4HUQ,Uncharacterized protein,2.998,X-ray
P03925,6ZTQ_10,6ZTQ,NADH-ubiquinone oxidoreductase chain 6,3.0,EM
Q9CQH3,6ZTQ_33,6ZTQ,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",3.0,EM
Q9CQJ8,6ZTQ_39,6ZTQ,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,3.0,EM
Q9CQY9,6ZTQ_28,6ZTQ,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",3.0,EM
Q9CQZ5,6ZTQ_22,6ZTQ,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,3.0,EM
O28846,3NE2_1,3NE2,Probable aquaporin AqpM,3.0,X-ray
P39543,6WB9_8,6WB9,Protein SOP4,3.0,EM
P40046,7YTJ_2,7YTJ,Vacuolar transporter chaperone 1,3.0,EM
P53073,6WB9_5,6WB9,ER membrane protein complex subunit 4,3.0,EM
O24883,2BHV_1,2BHV,COMB10,3.0,X-ray
P00845,6N2Z_4,6N2Z,ATP synthase subunit c,3.0,EM
Q9Q6P4,3I50_1,3I50,Envelope glycoprotein,3.0,X-ray
Q8DLN5,6KHJ_13,6KHJ,NAD(P)H-quinone oxidoreductase subunit M,3.0,EM
A0A1B0XTC8,5GZN_1,5GZN,Genome polyprotein,3.0,X-ray
Q8DMU4,6KHI_15,6KHI,NAD(P)H-quinone oxidoreductase subunit O,3.0,EM
Q8DMR6,6KHJ_2,6KHJ,NAD(P)H-quinone oxidoreductase subunit 2,3.0,EM
Q93050,6WLW_4,6WLW,V-type proton ATPase 116 kDa subunit a isoform 1,3.0,EM
Q8ZRP8,1KPL_1,1KPL,"putative ClC family, chlorine transport protein",3.0,X-ray
Q9ERS2,6ZTQ_25,6ZTQ,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,3.0,EM
Q9D6J5,6ZTQ_37,6ZTQ,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",3.0,EM
Q9D6J6,6ZTQ_5,6ZTQ,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",3.0,EM
Q8DKZ3,6KHI_12,6KHI,NAD(P)H-quinone oxidoreductase subunit L,3.0,EM
Q8DKZ4,6KHI_11,6KHI,NAD(P)H-quinone oxidoreductase subunit K,3.0,EM
Q8DL29,6KHI_5,6KHI,NAD(P)H-quinone oxidoreductase subunit 4L,3.0,EM
A0A0B4J271,7FJE_5,7FJE,"T cell receptor alpha variable 12-3,Possible J 11 gene segment,T cell receptor alpha chain constant",3.0,EM
Q99T13,2HYD_1,2HYD,ABC transporter homolog,3.0,X-ray
Q8Y8Q5,6ZHH_1,6ZHH,Calcium-transporting ATPase,3.0,X-ray
Q99LY9,6ZTQ_30,6ZTQ,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,3.0,EM
Q91R00,2HG0_1,2HG0,Envelope glycoprotein,3.0,X-ray
Q9CR61,6ZTQ_40,6ZTQ,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,3.0,EM
Q9CR21,6ZTQ_20,6ZTQ,"Acyl carrier protein, mitochondrial",3.0,EM
Q9CQZ6,6ZTQ_36,6ZTQ,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,3.0,EM
A0A1D8PLP3,7RJA_7,7RJA,Ubiquinol--cytochrome-c reductase subunit 9,3.0,EM
Q9SJE9,7VOJ_1,7VOJ,Aluminum-activated malate transporter 1,3.0,EM
Q24CW6,8B6G_9,8B6G,"Transmembrane protein, putative",3.0,EM
A0A1D8PJT8,7RJA_6,7RJA,Ubiquinol--cytochrome-c reductase subunit 6,3.0,EM
A0A1D8PJX3,7RJA_8,7RJA,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",3.0,EM
P76372,6RBG_1,6RBG,Chain length determinant protein,3.0,EM
P01274,1GCN_1,1GCN,GLUCAGON,3.0,X-ray
P01298,7X9C_5,7X9C,Pancreatic hormone,3.0,EM
P52503,6ZTQ_18,6ZTQ,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",3.0,EM
Q91VD9,6ZTQ_7,6ZTQ,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",3.0,EM
Q91WD5,6ZTQ_4,6ZTQ,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",3.0,EM
P07098,1HLG_1,1HLG,"LIPASE, GASTRIC",3.0,X-ray
C5W716,3RKO_4,3RKO,NADH-QUINONE OXIDOREDUCTASE SUBUNIT K,3.0,X-ray
P31645,7TXT_3,7TXT,Sodium-dependent serotonin transporter,3.0,EM
Q51330,8HPK_1,8HPK,Oxalate:formate antiporter,3.0,X-ray
P83782,7RJA_9,7RJA,"Cytochrome b-c1 complex subunit 2, mitochondrial",3.0,EM
A0A1D8PP59,7RJA_1,7RJA,Ubiquinol--cytochrome-c reductase subunit,3.0,EM
